otomatis	O
mala	O
ngarah	O
gg	O
satu	O
pdhl	O
depan	O
rumah	O
tu	O
dah	O
jalan	O
dri	O
gg	O
tidak	O
masuk	O
tikung	O
gg	O
mls	O
banget	O
tiap	O
sen	O
bilang	O
dlu	O
mapping	O

grab	B-ORG
promo	O
dong	O
woy	O
ah	O

tiba	O
naik	O
aja	O
harga	B-ASPECT

diskon	O

waktu	O
instal	O
ulang	O
mau	O
pesan	O
grabcar	B-PROD
tambah	O
kontak	O
darurat	O
tambah	O
tetap	O
muncul	O
item	O
tambah	O
kotak	O
darurat	O
tidak	O
pesan	O
grabcar	B-PROD
halang	O
pop	O
up	O
tanbah	O
kotak	O
sayang	O
apa	O
pop	O
up	O
spt	O
ganggu	O
kalau	O
penuh	O
muncul	O
terus	O

baik	O

suka	O
aplikasi	O
pesan	O
apa	O

sangat	O
baik	O

mantul	O

bintang	O
puluh	O

grab	B-ORG
sangat	O
bantu	O
butuh	O
transportasi	O
cepat	O

banyak	O
sekali	O
kurang	O
grab	B-ORG
paket	O
hemat	O
kalau	O
malam	O
hari	O
pukul	O
k	O
atas	O
driver	O
mesti	O
banyak	O
alas	O
batalin	O
titik	O
jemput	O
terlalu	O
jauh	O
driver	O
byak	O
berat	O
minta	O
d	O
cancel	O
padahal	O
pakai	O
harga	B-ASPECT
standart	O
prioritas	O
maps	O
tidak	O
akurat	O
sekali	O
jadi	O
tanya	O
grab	B-ORG
tidak	O
d	O
bubarin	O
kalau	O
driver	B-ASPECT
kayak	O
gt	O
motor	O
mobil	O
sama	O
aja	O
d	O
tertib	O
driver	B-ASPECT
bayar	O
bukan	O
ngutang	O

bagus	O
sekali	O
mudah	O
dah	O
cepat	O

mantap	O
sangat	O
sopan	O
tertib	O
santun	O
mhn	O
puas	O
driver	B-ASPECT
pihak	O
grab	B-ORG
sejahtera	O
driver	B-ASPECT
masa	O
harga	B-ASPECT
tarif	O
maps	O
jauh	O
dekat	O
sama	O
aj	O
mhn	O
klarifikasi	O
tarif	O
maps	O
kasi	O
banget	O
driver	B-ASPECT
trims	O

baik	O
performa	O
mitra	O
bintang	O

jangan	O
kasih	O
terlalu	O
murah	O
kemudi	O
karna	O
suami	O
driver	B-ASPECT

baik	O
sopan	O
rahmah	O
is	O

lebih	O
baik	O

puas	O
banget	O
naik	O
grab	B-ORG
nyaman	O
aman	B-ASPECT
penting	O
murah	O
tidak	O
murah	O
tidak	O
bkin	O
kantong	O
jebol	O
layan	B-ASPECT
oke	O
banget	O

bagus	O
sangat	O
bantu	O

bagus	O

sangat	O
bantu	O
masa	O
kini	O
evaluasi	O
fitur	O
hemat	O
banyak	O
driver	B-ASPECT
salah	O
customer	O
guna	O
fitur	O
hemat	O
kata	O
driver	B-ASPECT
fitur	O
hemat	O
buat	O
driver	B-ASPECT
rugi	O
normal	O
customer	O
beri	O
bagai	O
pilih	O
harga	B-ASPECT
pilih	O
murah	O

hormat	O
aplikator	O
biaya	O
kain	O
lain	O
malah	O
mahalin	O
ahahah	O

driver	B-ASPECT
grab	B-ORG
manja	O
sekali	O
mau	O
kerja	O
enak	O
ongkos	O
mau	O
banyak	O
jadi	O
ceo	O
lah	O
kelen	O

sangat	O
puas	O

baik	O
baik	O

oke	O
bantu	O
naget	O

grab	B-ORG
hemat	O
skrg	O
mahal	O

potong	O
driver	B-ASPECT
sangat	O
kejam	O
tidak	O
manusiawi	O
benar	O
benar	O
peras	O
keringat	O
manusia	O

knp	O
nih	O
kok	O
aplikasi	B-ASPECT
ngebug	O

beberapa	O
driver	B-ASPECT
grab	B-ORG
buruk	O
sekali	O
etika	O
bingung	O
tunda	O
jemput	O
tidak	O
cancel	O
jadi	O
tumpang	O
bingung	O
nunggu	O
nyata	O
beri	O
sempat	O
waktu	O
lama	O
akhir	O
cancel	O
beberapa	O
driver	B-ASPECT
tidak	O
sabar	O
selalu	O
cancel	O
sembarang	O
tunggu	O
menit	O
aneh	O
sekali	O
driver	B-ASPECT
tidak	O
jelas	O
tidak	O
adab	O
semua	O
tidak	O
konfirmasi	O
tidak	O
informasi	O
sangat	O
buruk	O
driver	B-ASPECT
buang	O
waktu	O

mes	O
wak	O
dower	O
menu	O
bebek	O
bakar	O
paket	O
driver	B-ASPECT
grab	B-ORG
datang	O
gesa	O
gesa	O
kata	O
pesan	O
bawa	O
satu	O
pesan	O
lain	O
beri	O
intruksi	O
lantai	O
gedung	O
malah	O
nyari	O
lantai	O
transaksi	O
milik	O
real	O
estate	O
mau	O
bayar	O
uang	O
bayar	O
driver	B-ASPECT
inisial	O
a	O
lengkap	O
pesan	O
dituker	O
dateng	O
malah	O
chicken	O
salted	O
egg	O
with	O
rice	O
teh	O
manis	O
tidak	O
pertanggungjawaban	O
beri	O
driver	B-ASPECT
inisial	O
a	O

kerenn	O

sangat	O
bagus	O

pesan	O
cepat	O
kasih	O
bintang	O

sangat	O
mudah	O
jalan	O
tidak	O
panas	O
tidak	O
hujan	O
super	O
nyaman	O
murah	O
sangat	O
jangkau	O
bebas	O
polusi	O
terima	O
kasih	O
grab	B-ORG

driver	B-ASPECT
tidak	O
sopan	O
titik	O
customer	O
driver	B-ASPECT
tidak	O
sama	O
malah	O
kasih	O
rating	O
toko	O
google	O
maps	O
aplikasi	B-ASPECT
tidak	O
akurat	O
customer	O
kena	O
masalah	O
driver	O
tidak	O
mau	O
kasih	O
jelas	O

aplikasi	B-ASPECT
susah	O
buka	O

sangat	O
manfaat	O

baru	O
kali	O
sen	O
grab	B-ORG
car	O
driver	B-ASPECT
kecewa	O
pas	O
mau	O
naik	O
malah	O
tumpang	O
pas	O
udah	O
mau	O
sampe	O
rumah	O
cuma	O
g	O
pas	O
titik	O
maps	O
tuh	O
driver	B-ASPECT
langsung	O
ngedumel	O
kaya	O
mulut	O
emak	O
bilang	O
rasa	O
rugi	O
bilang	O
aja	O
kalau	O
minta	O
uang	O
lebih	O
orang	O
tau	O
diri	O
sll	O
lebihin	O
bayar	O
kalau	O
naik	O
apa	O
hadeeh	O
jaman	O
sekarang	O
orang	O
jahat	O
yaaa	O
lgsg	O
bayar	O
rb	O
padahal	O
harga	B-ASPECT
normal	O
msh	O
ngedumel	O
aja	O
tuh	O
driver	B-ASPECT

guoblok	O

link	O
pantau	O
grab	B-ORG
food	O
hapus	O
sulit	O
hampir	O
tiap	O
hari	O
guna	O
kirim	O
keluarga	O

baik	O

baik	O

ikutin	O
atur	O
perintah	O
potong	O
argo	O
buat	O
driver	B-ASPECT
rangin	O
belum	O
masuk	O
potong	O
buat	O
konsumen	O
malah	O
naik	O
biasa	O
jarak	O
deket	O
regulasi	O
buat	O
sengsara	O
driver	B-ASPECT
konsumen	O

ramah	O
cepat	O

sangat	O
puas	O

sangat	O
bantu	O

bagus	O

bagus	O

terlalu	O
lama	O
tunggu	O

grab	B-ORG
sangat	O
ramah	O
sopan	O

tidak	O
fitur	O
motor	O
xl	O

jossaaaaaaaaaaaaa	O

hapus	O
aja	O
kalau	O
tidak	O
jangan	O
download	O
buat	O
rp	O
indonesia	O
naik	O

halo	O
kak	O
knp	O
aplikasi	B-ASPECT
stuck	O
tidak	O
liat	O
map	O
driver	B-ASPECT
pesan	O
gofood	O
fix	O
dong	O
aplikasi	B-ASPECT

map	O
grab	B-ORG
tai	O

tipu	O
nunggu	O
pesan	O
jam	O
lebih	O
tiba	O
grab	B-ORG
batal	O

sangat	O
baik	O

aplikasi	B-ASPECT
grab	B-ORG
bike	O
mahal	O
bangettt	O
padahal	O
jarak	O
dekattt	O
bangett	O

grab	B-ORG
makes	O
daily	O
life	O
much	O
more	O
convenient	O
booking	O
rides	O
is	O
quick	O
the	O
drivers	O
are	O
usually	O
friendly	O
and	O
the	O
food	O
delivery	O
service	O
is	O
reliable	O
i	O
also	O
appreciate	O
the	O
frequent	O
discounts	O
and	O
smooth	O
payment	O
process	O

moga	O
driver	B-ASPECT
selalu	O
ramah	O
baik	O
sama	O
costumer	O

oke	O

driver	B-ASPECT
luar	O
biasa	O
grab	B-ORG
moga	O
tambah	O
baik	O
lgi	O

good	O

cukup	O
baik	O

enakk	O
nyamannn	O

baru	O
tmbh	O
jelek	O
aja	O
tampil	O
maps	O
tidak	O
kliatan	O
posisi	O
driver	B-ASPECT

assalamu	O
alaikum	O
wr	O
wb	O
bagus	O

grab	B-ORG
food	O
fitur	O
bantu	O
jelek	O
sekali	O
pakai	O
chatbooth	O
tidak	O
solusi	O
sesuai	O
kondisi	O
rugi	O
customer	O
tidak	O
mau	O
pakai	O
layan	B-ASPECT
grab	B-ORG
food	O

ramah	O
sopan	O

lah	O

pesan	O
tepat	O
waktu	O

baik	O

mantap	O

layan	B-ASPECT
baik	O

baik	O

profesional	O

murah	O
ongkos	O
buat	O
hemat	O

bagus	O

lu	O
benerin	O
g	O
tu	O
error	O
tampil	O
grabfood	B-PROD
g	O
liat	O
map	O
driver	B-ASPECT
mana	O

grab	B-ORG
okey	O

lebih	O
sangan	O
bantu	O
layan	B-ASPECT
mantap	O

semenjak	O
juli	O
pesan	O
grabfood	B-PROD
tidak	O
bonus	O
gratis	O
ongkir	O
mesan	O
grabmart	O
grabfood	B-PROD
pesan	O
tracking	O
driver	B-ASPECT
gaj	O
lihat	O
maps	O
kok	O
tambah	O
mundur	O
layan	B-ASPECT
kemarin	O
udah	O
neng	O
gratis	O
ongkir	O
pesan	O
dua	O
sekarang	O
tidak	O
responnya	O
pihak	O
grab	B-ORG

layan	B-ASPECT
bantu	O
isi	O
bot	O
semua	O
tidak	O
banget	O
hapus	O
aja	O
tuh	O
layan	B-ASPECT
bantu	O

promo	O
beri	O
sekali	O
hari	O
tidak	O
beri	O
tahu	O
terang	O
promonya	O

grab	B-ORG
is	O
a	O
very	O
helpful	O
app	O
for	O
daily	O
activities	O
it	O
makes	O
transportation	O
food	O
delivery	O
and	O
other	O
services	O
easier	O
and	O
more	O
convenient	O

sangat	O
baik	O

bintang	O
terima	O
kasih	O
grab	B-ORG
kerja	O
sama	O

lebih	O
cepat	O
waktu	O
manty	O

gokil	O

top	O

oke	O
si	O
jadi	O
lebih	O
mudah	O
mana	O
minus	O
aku	O
pake	O
indo	O
grabpay	O
pindah	O
malaysia	O
grabpaynya	O
jadi	O
kalau	O
mau	O
sen	O
makan	O
pakai	O
tunai	O

kapitalis	O
pajak	O
mesen	O
makan	O
mahal	O
banget	O

maps	O
benerin	O
gmna	O
mau	O
liat	O
driver	B-ASPECT
udah	O
sampe	O
mana	O

ramah	O
mobil	O
bersih	O

good	O

very	O
good	O
pokok	O
i	O
love	O
it	O

banyak	O
tempat	O
besar	O
tidak	O
lokasi	O
daftar	O
sulit	O
d	O
pesan	O
lokasi	O
tidak	O
nyasar	O
ogkos	O
malh	O
gede	O

respon	O
datang	O
jemput	O
tepat	O
waktu	O

bagus	O
apk	O
lokasi	O
singapura	O
terusssssss	O

driverny	O
ramah	O
baik	O

layan	B-ASPECT
cepat	O

tidak	O
buat	O
pesan	O
situasi	O
mepet	O
jadi	O
telat	O
ngebug	O

mantap	O

kalau	O
mau	O
sen	O
grab	B-ORG
lot	O
banget	O

kadang	O
map	O
ubah	O
map	O
abang	O
udah	O
deket	O
tiba	O
jauh	O
jarak	O
awal	O
menit	O
tiba	O
menit	O
terys	O
menit	O
abis	O
menit	O
kocak	O

semua	O
baik	O

semenjak	O
update	O
akhir	O
kok	O
jadi	O
error	O

bagus	O

baru	O
kok	O
malah	O
makin	O
mahal	O

kalau	O
toko	O
tutup	O
close	O
lah	O
pemesanannnya	O
stresss	O
pesan	O
dah	O
lamaa	O
nyata	O
toko	O
tutup	O
stresss	O

aplikasi	B-ASPECT
lot	O
banget	O
mau	O
nyari	O
titik	O
tuju	O
lama	O
banget	O
padahal	O
jaring	O
lancar	O
baik	O
developer	O

bagus	O

ongkir	O
kalau	O
jangan	O
mahal	O

on	O
time	O

sangat	O
bantu	O
mudah	O

mantap	O

ramah	O

aplikasi	B-ASPECT
mudah	O
eror	O
kurang	O
top	O
lah	O
masa	O
sen	O
makan	O
ampe	O
jam	O
gila	O
aplikasi	B-ASPECT

grab	B-ORG
delivers	O
reliable	O
transportation	O
food	O
delivery	O
and	O
financial	O
services	O
making	O
everyday	O
life	O
more	O
convenient	O
for	O
its	O
users	O

qr	O
code	O
tidak	O
muncul	O
woi	O

layan	B-ASPECT
bagus	O
saran	O
upgrade	O
map	O

lanjut	O
baik	O
selalu	O

jujur	O
grab	B-ORG
udah	O
jadi	O
aplikasi	B-ASPECT
sering	O
banget	O
aku	O
andal	O
mau	O
pesan	O
kendara	O
makan	O
kirim	O
barang	O
semua	O
praktis	O
satu	O
aplikasi	O
driver	B-ASPECT
aku	O
temu	O
ramah	O
proses	O
pesan	O
cepat	O
banyak	O
promo	O
buat	O
lebih	O
hemat	O
fitur	O
lacak	O
real	O
time	O
ngebantu	O
banget	O
jadi	O
lebih	O
tenang	O
nunggu	O
pesan	O
jauh	O
alam	O
pakai	O
selalu	O
muas	O

makasih	O

cepat	O

tidak	O
jelas	O
aplikasi	B-ASPECT
masa	O
gw	O
pesan	O
grabfood	B-PROD
jam	O
sampe	O
jam	O
mlm	O
tidak	O
yng	O
nerima	O
order	O
kalau	O
emng	O
tidak	O
langsung	O
batal	O
jangan	O
sampe	O
gw	O
nunggu	O
lama	O
anjirr	O
sangat	O
kecewa	O

good	O
job	O

maaf	O
banget	O
yaa	O
aku	O
tidak	O
pernah	O
masalah	O
apa	O
sama	O
abang	O
grab	B-ORG
belum	O
bahkan	O
kadang	O
aku	O
kasih	O
lebih	O
hari	O
beda	O
banget	O
aku	O
sen	O
tidak	O
tau	O
cancel	O
sendiri	O
and	O
abang	O
tetep	O
datng	O
aku	O
jelasin	O
pelan	O
kalau	O
bukan	O
aku	O
and	O
tetep	O
make	O
jasa	O
karna	O
tidak	O
enak	O
cuma	O
tidak	O
minta	O
harga	B-ASPECT
promo	O
harus	O
sesuai	O
karna	O
sen	O
aku	O
tpi	O
mau	O
harga	B-ASPECT
bike	O
standar	O
aku	O
tidak	O
masalah	O
si	O
ngasih	O
lebih	O
cuma	O
tetep	O
aja	O
tidak	O
sesuai	O
harga	B-ASPECT
aku	O
sen	O
cara	O
gitu	O

nge	O
bug	O
pesan	O
ambil	O
tampil	O
jam	O
pasir	O
jadi	O
tidak	O
nge	O
lacak	O
pesnan	O
mana	O

knp	O
skrg	O
kalau	O
sen	O
grebfood	O
pesan	O
